calltry,date,time,duration,lastprompt,UID,village,Treatment,month,date,year
1,11/14/2011,11/14/11 8:15,95,"1321238716	7567707805	7930142000	1321238830	Abort call",1002022,BAMANBOR,2,11,14,11
1,11/14/2011,11/14/11 8:15,95,"1321238708	8140537121	7930142000	1321238831	Abort call",1002015,BAMANBOR,1,11,14,11
1,11/14/2011,11/14/11 8:15,7,welcome.wav,1002019,BAMANBOR,2,11,14,11
1,11/14/2011,11/14/11 8:15,N/A,N/A,1002025,BAMANBOR,2,11,14,11
1,11/14/2011,11/14/11 8:15,N/A,N/A,1002025,BAMANBOR,2,11,14,11
1,11/14/2011,11/14/11 8:15,132,"1321238724	9913538133	7930142000	1321238874	Prompt",1002029,BAMANBOR,1,11,14,11
1,11/14/2011,11/14/11 8:15,95,"1321238714	9913994096	7930142000	1321238836	Abort call",1002020,BAMANBOR,1,11,14,11
1,11/14/2011,11/14/11 8:15,104,"1321238706	9979173479	7930142000	1321238832	Prompt",1002011,BAMANBOR,1,11,14,11
1,11/14/2011,11/14/11 8:15,95,"1321238720	9979999273	7930142000	1321238832	Abort call",1002026,BAMANBOR,2,11,14,11
1,11/14/2011,11/14/11 8:20,90,q3.wav,1004007,BHETSUDA,1,11,14,11
1,11/14/2011,11/14/11 8:20,168,"1321239011	9408113493	7930142000	1321239191	Prompt",1004001,BHETSUDA,2,11,14,11
1,11/14/2011,11/14/11 8:20,95,"1321239007	9687158805	7930142000	1321239120	Abort call",1002032,BAMANBOR,2,11,14,11
1,11/14/2011,11/14/11 8:20,95,"1321239023	9723499011	7930142000	1321239130	Abort call",1004014,BHETSUDA,2,11,14,11
1,11/14/2011,11/14/11 8:20,19,q1.wav,1004002,BHETSUDA,1,11,14,11
1,11/14/2011,11/14/11 8:20,47,q1.wav,1002036,BAMANBOR,2,11,14,11
1,11/14/2011,11/14/11 8:20,85,"1321239015	9904860272	7930142000	1321239116	Prompt",1004006,BHETSUDA,2,11,14,11
1,11/14/2011,11/14/11 8:25,66,"1321239310	9714180986	7930142000	1321239392	Prompt",1004020,BHETSUDA,1,11,14,11
1,11/14/2011,11/14/11 8:25,96,"1321239312	9714192833	7930142000	1321239429	Prompt",1004022,BHETSUDA,2,11,14,11
1,11/14/2011,11/14/11 8:25,138,"1321239314	9904880495	7930142000	1321239477	Prompt",1004023,BHETSUDA,1,11,14,11
1,11/14/2011,11/14/11 8:25,6,welcome.wav,1004027,BHETSUDA,1,11,14,11
1,11/14/2011,11/14/11 8:25,31,q1.wav,1004030,BHETSUDA,2,11,14,11
1,11/14/2011,11/14/11 8:25,95,"1321239320	9979089680	7930142000	1321239434	Abort call",1004028,BHETSUDA,2,11,14,11
1,11/14/2011,11/14/11 8:26,95,"1321239322	9723414773	7930142000	1321239459	Abort call",1004029,BHETSUDA,1,11,14,11
1,11/14/2011,11/14/11 8:30,110,"1321239613	8141764723	7930142000	1321239739	Prompt",1005003,BHIMORA,1,11,14,11
1,11/14/2011,11/14/11 8:30,122,"1321239619	8469912718	7930142000	1321239756	Prompt",1005012,BHIMORA,1,11,14,11
1,11/14/2011,11/14/11 8:30,N/A,N/A,1005002,BHIMORA,1,11,14,11
1,11/14/2011,11/14/11 8:30,N/A,N/A,1005002,BHIMORA,1,11,14,11
1,11/14/2011,11/14/11 8:30,95,"1321239617	9537682530	7930142000	1321239725	Abort call",1005007,BHIMORA,1,11,14,11
1,11/14/2011,11/14/11 8:30,127,"1321239623	9586735368	7930142000	1321239766	Prompt",1005015,BHIMORA,1,11,14,11
1,11/14/2011,11/14/11 8:30,126,"1321239615	9712294523	7930142000	1321239768	Prompt",1005004,BHIMORA,1,11,14,11
1,11/14/2011,11/14/11 8:30,151,"1321239609	9898570183	7930142000	1321239769	Abort call",1004032,BHETSUDA,2,11,14,11
1,11/14/2011,11/14/11 8:35,92,"1321239917	7567042216	7930142000	1321240027	Prompt",1005034,BHIMORA,2,11,14,11
1,11/14/2011,11/14/11 8:35,81,"1321239909	7567658581	7930142000	1321240012	Prompt",1005020,BHIMORA,1,11,14,11
1,11/14/2011,11/14/11 8:35,94,"1321239913	9586881483	7930142000	1321240033	Abort call",1005024,BHIMORA,1,11,14,11
1,11/14/2011,11/14/11 8:35,95,"1321239923	9638468335	7930142000	1321240031	Abort call",1005040,BHIMORA,2,11,14,11
1,11/14/2011,11/14/11 8:35,95,"1321239925	9638844049	7930142000	1321240038	Prompt",1005041,BHIMORA,2,11,14,11
1,11/14/2011,11/14/11 8:35,N/A,N/A,1005035,BHIMORA,2,11,14,11
1,11/14/2011,11/14/11 8:35,N/A,N/A,1005035,BHIMORA,2,11,14,11
1,11/14/2011,11/14/11 8:35,94,"1321239911	9726224335	7930142000	1321240022	Abort call",1005022,BHIMORA,2,11,14,11
1,11/14/2011,11/14/11 8:35,101,"1321239915	9898151948	7930142000	1321240035	Prompt",1005031,BHIMORA,2,11,14,11
1,11/14/2011,11/14/11 8:35,52,q1.wav,1005038,BHIMORA,2,11,14,11
1,11/14/2011,11/14/11 8:35,95,"1321239907	9925319780	7930142000	1321240018	Abort call",1005018,BHIMORA,2,11,14,11
1,11/14/2011,11/14/11 8:40,70,q1.wav,1006002,CHIRODA,1,11,14,11
1,11/14/2011,11/14/11 8:40,17,welcome.wav,1006015,CHIRODA,2,11,14,11
1,11/14/2011,11/14/11 8:40,95,"1321240208	9727166090	7930142000	1321240316	Abort call",1005043,BHIMORA,2,11,14,11
1,11/14/2011,11/14/11 8:40,69,q1.wav,1006004,CHIRODA,2,11,14,11
1,11/14/2011,11/14/11 8:45,98,"1321240509	9687829237	7930142000	1321240627	Prompt",1006024,CHIRODA,1,11,14,11
1,11/14/2011,11/14/11 8:45,95,"1321240521	9726226656	7930142000	1321240625	Abort call",1006036,CHIRODA,2,11,14,11
1,11/14/2011,11/14/11 8:45,97,"1321240519	9726500617	7930142000	1321240631	Prompt",1006032,CHIRODA,2,11,14,11
1,11/14/2011,11/14/11 8:45,N/A,N/A,1006038,CHIRODA,2,11,14,11
1,11/14/2011,11/14/11 8:45,N/A,N/A,1006038,CHIRODA,2,11,14,11
1,11/14/2011,11/14/11 8:45,65,"1321240515	9727554564	7930142000	1321240605	Prompt",1006030,CHIRODA,2,11,14,11
1,11/14/2011,11/14/11 8:45,70,q2.wav,1006023,CHIRODA,1,11,14,11
1,11/14/2011,11/14/11 8:45,67,q1.wav,1006026,CHIRODA,1,11,14,11
1,11/14/2011,11/14/11 8:45,77,"1321240523	9979451841	7930142000	1321240616	Prompt",1006037,CHIRODA,2,11,14,11
1,11/14/2011,11/14/11 8:50,128,q2.wav,1010012,HIRASAR,2,11,14,11
1,11/14/2011,11/14/11 8:50,N/A,N/A,1006041,CHIRODA,2,11,14,11
1,11/14/2011,11/14/11 8:50,N/A,N/A,1006041,CHIRODA,2,11,14,11
1,11/14/2011,11/14/11 8:50,94,"1321240817	8469913891	7930142000	1321240927	Abort call",1010007,HIRASAR,2,11,14,11
1,11/14/2011,11/14/11 8:50,101,"1321240811	9638466129	7930142000	1321240934	Prompt",1010001,HIRASAR,1,11,14,11
1,11/14/2011,11/14/11 8:50,125,"1321240815	9726364818	7930142000	1321240961	Prompt",1010005,HIRASAR,2,11,14,11
1,11/14/2011,11/14/11 8:50,N/A,N/A,1010011,HIRASAR,2,11,14,11
1,11/14/2011,11/14/11 8:50,113,"1321240807	9978819372	7930142000	1321240933	Prompt",1006040,CHIRODA,1,11,14,11
1,11/14/2011,11/14/11 8:55,95,"1321241122	8141871595	7930142000	1321241234	Abort call",1010031,HIRASAR,1,11,14,11
1,11/14/2011,11/14/11 8:55,146,"1321241116	9099440931	7930142000	1321241278	Abort call",1010021,HIRASAR,1,11,14,11
1,11/14/2011,11/14/11 8:55,75,"1321241118	9586956101	7930142000	1321241208	Prompt",1010023,HIRASAR,2,11,14,11
1,11/14/2011,11/14/11 8:55,98,"1321241124	9725994504	7930142000	1321241238	Prompt",1010033,HIRASAR,1,11,14,11
1,11/14/2011,11/14/11 8:55,24,q1.wav,1010016,HIRASAR,1,11,14,11
1,11/14/2011,11/14/11 8:55,N/A,N/A,1010018,HIRASAR,1,11,14,11
1,11/14/2011,11/14/11 8:55,N/A,N/A,1010018,HIRASAR,1,11,14,11
1,11/14/2011,11/14/11 9:00,93,q1.wav,1010038,HIRASAR,1,11,14,11
1,11/14/2011,11/14/11 9:00,94,"1321241413	9099312592	7930142000	1321241521	Abort call",1011002,KANDHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:00,80,q1.wav,1010036,HIRASAR,1,11,14,11
1,11/14/2011,11/14/11 9:00,175,"1321241417	9725584156	7930142000	1321241629	Abort call",1011005,KANDHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:00,95,"1321241425	9726908770	7930142000	1321241532	Abort call",1011010,KANDHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:00,102,"1321241421	9825461245	7930142000	1321241554	Prompt",1011008,KANDHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:00,N/A,N/A,1011001,KANDHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:00,N/A,N/A,1011001,KANDHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:00,N/A,N/A,1011009,KANDHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:00,N/A,N/A,1011009,KANDHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:00,160,"1321241419	9925501057	7930142000	1321241601	Abort call",1011006,KANDHASAR,2,11,14,11
1,11/14/2011,11/14/11 9:05,45,q1.wav,1011031,KANDHASAR,2,11,14,11
1,11/14/2011,11/14/11 9:05,116,"1321241713	9586334520	7930142000	1321241843	Prompt",1011019,KANDHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:05,N/A,N/A,1011033,KANDHASAR,2,11,14,11
1,11/14/2011,11/14/11 9:05,N/A,N/A,1011033,KANDHASAR,2,11,14,11
1,11/14/2011,11/14/11 9:05,68,q1.wav,1011024,KANDHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:05,4,welcome.wav,1011021,KANDHASAR,2,11,14,11
1,11/14/2011,11/14/11 9:05,95,"1321241709	9726224230	7930142000	1321241821	Abort call",1011017,KANDHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:05,172,"1321241719	9879477450	7930142000	1321241904	Prompt",1011027,KANDHASAR,2,11,14,11
1,11/14/2011,11/14/11 9:05,95,"1321241707	9879836308	7930142000	1321241821	Abort call",1011012,KANDHASAR,2,11,14,11
1,11/14/2011,11/14/11 9:05,46,q1.wav,1011028,KANDHASAR,2,11,14,11
1,11/14/2011,11/14/11 9:10,85,"1321242017	8128179453	7930142000	1321242118	Prompt",1016006,KHERANA,2,11,14,11
1,11/14/2011,11/14/11 9:10,127,"1321242013	9099302679	7930142000	1321242158	Prompt",1016004,KHERANA,2,11,14,11
1,11/14/2011,11/14/11 9:10,73,"1321242019	9724437566	7930142000	1321242104	Prompt",1016007,KHERANA,1,11,14,11
1,11/14/2011,11/14/11 9:10,102,"1321242021	9724685080	7930142000	1321242136	Prompt",1016009,KHERANA,2,11,14,11
1,11/14/2011,11/14/11 9:10,34,q1.wav,1011036,KANDHASAR,2,11,14,11
1,11/14/2011,11/14/11 9:10,43,q1.wav,1016002,KHERANA,1,11,14,11
1,11/14/2011,11/14/11 9:10,72,"1321242025	9978397047	7930142000	1321242111	Prompt",1016011,KHERANA,1,11,14,11
1,11/14/2011,11/14/11 9:15,110,"1321242319	9724435191	7930142000	1321242448	Prompt",1016020,KHERANA,2,11,14,11
1,11/14/2011,11/14/11 9:15,82,"1321242317	9726625169	7930142000	1321242411	Prompt",1016019,KHERANA,1,11,14,11
1,11/14/2011,11/14/11 9:15,76,"1321242307	9727104547	7930142000	1321242398	Prompt",1016012,KHERANA,2,11,14,11
1,11/14/2011,11/14/11 9:15,N/A,N/A,1016024,KHERANA,1,11,14,11
1,11/14/2011,11/14/11 9:15,N/A,N/A,1016024,KHERANA,1,11,14,11
1,11/14/2011,11/14/11 9:15,84,"1321242311	9825956921	7930142000	1321242410	Prompt",1016014,KHERANA,2,11,14,11
1,11/14/2011,11/14/11 9:15,3,welcome.wav,1016016,KHERANA,1,11,14,11
1,11/14/2011,11/14/11 9:15,113,q2.wav,1016013,KHERANA,1,11,14,11
1,11/14/2011,11/14/11 9:15,95,"1321242323	9978060968	7930142000	1321242432	Abort call",1016025,KHERANA,1,11,14,11
1,11/14/2011,11/14/11 9:15,66,"1321242325	9998049918	7930142000	1321242404	Prompt",1016026,KHERANA,2,11,14,11
1,11/14/2011,11/14/11 9:20,130,"1321242618	8238480865	7930142000	1321242764	Prompt",1019006,LAKHCHOKIYA,2,11,14,11
1,11/14/2011,11/14/11 9:20,83,q2.wav,1019004,LAKHCHOKIYA,2,11,14,11
1,11/14/2011,11/14/11 9:20,N/A,N/A,1019010,LAKHCHOKIYA,1,11,14,11
1,11/14/2011,11/14/11 9:20,N/A,N/A,1019010,LAKHCHOKIYA,1,11,14,11
1,11/14/2011,11/14/11 9:20,97,"1321242610	9712159878	7930142000	1321242721	Prompt",1019002,LAKHCHOKIYA,1,11,14,11
1,11/14/2011,11/14/11 9:20,111,"1321242612	9723914336	7930142000	1321242746	Prompt",1019003,LAKHCHOKIYA,2,11,14,11
1,11/14/2011,11/14/11 9:20,114,"1321242606	9724821606	7930142000	1321242739	Prompt",1016034,KHERANA,2,11,14,11
1,11/14/2011,11/14/11 9:20,71,q1.wav,1019009,LAKHCHOKIYA,1,11,14,11
1,11/14/2011,11/14/11 9:20,95,"1321242616	9978432869	7930142000	1321242727	Abort call",1019005,LAKHCHOKIYA,2,11,14,11
1,11/14/2011,11/14/11 9:25,10,welcome.wav,1019029,LAKHCHOKIYA,1,11,14,11
1,11/14/2011,11/14/11 9:25,115,"1321242915	9687144804	7930142000	1321243061	Abort call",1019023,LAKHCHOKIYA,2,11,14,11
1,11/14/2011,11/14/11 9:25,155,"1321242921	9687271657	7930142000	1321243102	Prompt",1019031,LAKHCHOKIYA,2,11,14,11
1,11/14/2011,11/14/11 9:25,94,"1321242913	9687829327	7930142000	1321243022	Abort call",1019022,LAKHCHOKIYA,1,11,14,11
1,11/14/2011,11/14/11 9:25,100,"1321242909	9712294559	7930142000	1321243025	Prompt",1019019,LAKHCHOKIYA,2,11,14,11
1,11/14/2011,11/14/11 9:25,3,welcome.wav,1019036,LAKHCHOKIYA,1,11,14,11
1,11/14/2011,11/14/11 9:25,137,q3.wav,1019016,LAKHCHOKIYA,2,11,14,11
1,11/14/2011,11/14/11 9:25,117,"1321242911	9913445148	7930142000	1321243043	Prompt",1019021,LAKHCHOKIYA,1,11,14,11
1,11/14/2011,11/14/11 9:30,110,"1321243206	8141723890	7930142000	1321243333	Prompt",1019038,LAKHCHOKIYA,1,11,14,11
1,11/14/2011,11/14/11 9:30,99,"1321243224	9712197978	7930142000	1321243337	Prompt",1022012,MOKASAR,2,11,14,11
1,11/14/2011,11/14/11 9:30,116,q2.wav,1022010,MOKASAR,2,11,14,11
1,11/14/2011,11/14/11 9:30,106,"1321243214	9979342271	7930142000	1321243336	Prompt",1022004,MOKASAR,2,11,14,11
1,11/14/2011,11/14/11 9:35,N/A,N/A,1022019,MOKASAR,1,11,14,11
1,11/14/2011,11/14/11 9:35,N/A,N/A,1022019,MOKASAR,1,11,14,11
1,11/14/2011,11/14/11 9:35,57,q1.wav,1022028,MOKASAR,1,11,14,11
1,11/14/2011,11/14/11 9:35,155,"1321243521	9712160571	7930142000	1321243694	Prompt",1022027,MOKASAR,2,11,14,11
1,11/14/2011,11/14/11 9:35,95,q1.wav,1022026,MOKASAR,2,11,14,11
1,11/14/2011,11/14/11 9:35,86,"1321243525	9727554411	7930142000	1321243622	Prompt",1022030,MOKASAR,1,11,14,11
1,11/14/2011,11/14/11 9:40,52,q1.wav,1023009,MOTA KANGHASAR,2,11,14,11
1,11/14/2011,11/14/11 9:40,113,"1321243811	9586851829	7930142000	1321243944	Prompt",1023004,MOTA KANGHASAR,2,11,14,11
1,11/14/2011,11/14/11 9:40,95,"1321243807	9726224209	7930142000	1321243918	Abort call",1022033,MOKASAR,1,11,14,11
1,11/14/2011,11/14/11 9:40,92,"1321243821	9727526914	7930142000	1321243927	Prompt",1023019,MOTA KANGHASAR,2,11,14,11
1,11/14/2011,11/14/11 9:40,79,"1321243819	9909547126	7930142000	1321243913	Prompt",1023017,MOTA KANGHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:40,25,q1.wav,1023006,MOTA KANGHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:40,78,"1321243809	9978762714	7930142000	1321243900	Prompt",1022035,MOKASAR,1,11,14,11
1,11/14/2011,11/14/11 9:45,3,welcome.wav,1023026,MOTA KANGHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:45,N/A,N/A,1023028,MOTA KANGHASAR,2,11,14,11
1,11/14/2011,11/14/11 9:45,N/A,N/A,1023028,MOTA KANGHASAR,2,11,14,11
1,11/14/2011,11/14/11 9:45,145,"1321244118	9638860166	7930142000	1321244280	Prompt",1023030,MOTA KANGHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:45,95,"1321244108	9687272704	7930142000	1321244210	Abort call",1023024,MOTA KANGHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:45,94,"1321244124	9727526897	7930142000	1321244235	Prompt",1023037,MOTA KANGHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:45,4,welcome.wav,1023035,MOTA KANGHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:45,119,"1321244114	9909457834	7930142000	1321244258	Prompt",1023027,MOTA KANGHASAR,2,11,14,11
1,11/14/2011,11/14/11 9:45,27,q1.wav,1023036,MOTA KANGHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:50,29,q1.wav,1027001,NANI MORSAL,2,11,14,11
1,11/14/2011,11/14/11 9:50,4,welcome.wav,1027013,NANI MORSAL,2,11,14,11
1,11/14/2011,11/14/11 9:50,N/A,N/A,1027016,NANI MORSAL,1,11,14,11
1,11/14/2011,11/14/11 9:50,N/A,N/A,1027016,NANI MORSAL,1,11,14,11
1,11/14/2011,11/14/11 9:50,N/A,N/A,1023040,MOTA KANGHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:50,N/A,N/A,1023040,MOTA KANGHASAR,1,11,14,11
1,11/14/2011,11/14/11 9:50,95,"1321244421	9712198435	7930142000	1321244540	Abort call",1027011,NANI MORSAL,1,11,14,11
1,11/14/2011,11/14/11 9:50,68,q1.wav,1027009,NANI MORSAL,1,11,14,11
1,11/14/2011,11/14/11 9:50,95,"1321244417	9727627423	7930142000	1321244526	Abort call",1027008,NANI MORSAL,2,11,14,11
1,11/14/2011,11/14/11 9:50,N/A,N/A,1027006,NANI MORSAL,2,11,14,11
1,11/14/2011,11/14/11 9:50,N/A,N/A,1027006,NANI MORSAL,2,11,14,11
1,11/14/2011,11/14/11 9:55,83,"1321244719	9099703452	7930142000	1321244815	Prompt",1027028,NANI MORSAL,1,11,14,11
1,11/14/2011,11/14/11 9:55,74,"1321244709	9586251076	7930142000	1321244797	Prompt",1027019,NANI MORSAL,1,11,14,11
1,11/14/2011,11/14/11 9:55,91,q3.wav,1027021,NANI MORSAL,2,11,14,11
1,11/14/2011,11/14/11 9:55,N/A,N/A,1027033,NANI MORSAL,2,11,14,11
1,11/14/2011,11/14/11 9:55,N/A,N/A,1027033,NANI MORSAL,2,11,14,11
1,11/14/2011,11/14/11 9:55,N/A,N/A,1027025,NANI MORSAL,1,11,14,11
1,11/14/2011,11/14/11 9:55,N/A,N/A,1027025,NANI MORSAL,1,11,14,11
1,11/14/2011,11/14/11 9:55,N/A,N/A,1027018,NANI MORSAL,2,11,14,11
1,11/14/2011,11/14/11 9:55,N/A,N/A,1027018,NANI MORSAL,2,11,14,11
1,11/14/2011,11/14/11 9:55,101,"1321244713	9913445492	7930142000	1321244837	Prompt",1027022,NANI MORSAL,2,11,14,11
1,11/14/2011,11/14/11 10:00,N/A,N/A,1030006,PANCHAVADA,2,11,14,11
1,11/14/2011,11/14/11 10:00,N/A,N/A,1030006,PANCHAVADA,2,11,14,11
1,11/14/2011,11/14/11 10:00,3,welcome.wav,1030001,PANCHAVADA,1,11,14,11
1,11/14/2011,11/14/11 10:01,117,"1321245043	8141762552	7930142000	1321245178	Prompt",1030003,PANCHAVADA,1,11,14,11
1,11/14/2011,11/14/11 10:01,95,"1321245053	9537973876	7930142000	1321245165	Abort call",1030011,PANCHAVADA,2,11,14,11
1,11/14/2011,11/14/11 10:01,25,q1.wav,1030007,PANCHAVADA,1,11,14,11
1,11/14/2011,11/14/11 10:01,152,"1321245045	9904365874	7930142000	1321245220	dtmf		1",1030005,PANCHAVADA,1,11,14,11
1,11/14/2011,11/14/11 10:01,5,welcome.wav,1030010,PANCHAVADA,1,11,14,11
1,11/14/2011,11/14/11 10:05,95,"1321245307	9712198033	7930142000	1321245417	Abort call",1030015,PANCHAVADA,2,11,14,11
1,11/14/2011,11/14/11 10:05,N/A,N/A,1030023,PANCHAVADA,2,11,14,11
1,11/14/2011,11/14/11 10:05,N/A,N/A,1030023,PANCHAVADA,2,11,14,11
1,11/14/2011,11/14/11 10:05,137,"1321245311	9727627470	7930142000	1321245463	Abort call",1030019,PANCHAVADA,1,11,14,11
1,11/14/2011,11/14/11 10:05,130,"1321245315	9727921276	7930142000	1321245472	Abort call",1030022,PANCHAVADA,2,11,14,11
1,11/14/2011,11/14/11 10:05,26,q1.wav,1030021,PANCHAVADA,2,11,14,11
1,11/14/2011,11/14/11 10:05,N/A,N/A,1030032,PANCHAVADA,1,11,14,11
1,11/14/2011,11/14/11 10:05,N/A,N/A,1030032,PANCHAVADA,1,11,14,11
1,11/14/2011,11/14/11 10:05,95,"1321245309	9913992935	7930142000	1321245421	Abort call",1030018,PANCHAVADA,2,11,14,11
1,11/14/2011,11/14/11 10:05,134,"1321245319	9978004083	7930142000	1321245477	Prompt",1030026,PANCHAVADA,1,11,14,11
1,11/14/2011,11/14/11 10:05,94,"1321245323	9978551223	7930142000	1321245427	Prompt",1030029,PANCHAVADA,2,11,14,11
1,11/14/2011,11/14/11 10:10,100,"1321245615	9016555735	7930142000	1321245725	Prompt",1031008,PIPLIYA (DHORA),2,11,14,11
1,11/14/2011,11/14/11 10:10,N/A,N/A,1031007,PIPLIYA (DHORA),2,11,14,11
1,11/14/2011,11/14/11 10:10,N/A,N/A,1031007,PIPLIYA (DHORA),2,11,14,11
1,11/14/2011,11/14/11 10:10,91,"1321245621	9558154258	7930142000	1321245725	Prompt",1031012,PIPLIYA (DHORA),1,11,14,11
1,11/14/2011,11/14/11 10:10,127,"1321245623	9638255086	7930142000	1321245768	Prompt",1031013,PIPLIYA (DHORA),2,11,14,11
1,11/14/2011,11/14/11 10:10,98,"1321245609	9924921152	7930142000	1321245726	Prompt",1031003,PIPLIYA (DHORA),2,11,14,11
1,11/14/2011,11/14/11 10:10,52,q1.wav,1030038,PANCHAVADA,1,11,14,11
1,11/14/2011,11/14/11 10:10,100,"1321245619	9979011595	7930142000	1321245731	Prompt",1031010,PIPLIYA (DHORA),1,11,14,11
1,11/14/2011,11/14/11 10:10,85,"1321245625	9979236802	7930142000	1321245721	Abort call",1031014,PIPLIYA (DHORA),2,11,14,11
1,11/14/2011,11/14/11 10:15,51,q3.wav,1031020,PIPLIYA (DHORA),1,11,14,11
1,11/14/2011,11/14/11 10:15,100,"1321245917	9601127739	7930142000	1321246029	Prompt",1031024,PIPLIYA (DHORA),1,11,14,11
1,11/14/2011,11/14/11 10:15,122,"1321245925	9714086258	7930142000	1321246067	Prompt",1031030,PIPLIYA (DHORA),1,11,14,11
1,11/14/2011,11/14/11 10:15,95,"1321245911	9714716847	7930142000	1321246033	Abort call",1031019,PIPLIYA (DHORA),1,11,14,11
1,11/14/2011,11/14/11 10:15,113,"1321245909	9723844739	7930142000	1321246034	dtmf		3",1031018,PIPLIYA (DHORA),2,11,14,11
1,11/14/2011,11/14/11 10:15,44,q1.wav,1031016,PIPLIYA (DHORA),1,11,14,11
1,11/14/2011,11/14/11 10:15,39,q1.wav,1031026,PIPLIYA (DHORA),2,11,14,11
1,11/14/2011,11/14/11 10:15,68,"1321245923	9898345782	7930142000	1321246002	Prompt",1031028,PIPLIYA (DHORA),1,11,14,11
1,11/14/2011,11/14/11 10:15,N/A,N/A,1031021,PIPLIYA (DHORA),1,11,14,11
1,11/14/2011,11/14/11 10:15,N/A,N/A,1031021,PIPLIYA (DHORA),1,11,14,11
1,11/14/2011,11/14/11 10:20,148,"1321246219	9277103925	7930142000	1321246384	Abort call",1032009,RAJAVAD,2,11,14,11
1,11/14/2011,11/14/11 10:20,N/A,N/A,1032003,RAJAVAD,1,11,14,11
1,11/14/2011,11/14/11 10:20,N/A,N/A,1032003,RAJAVAD,1,11,14,11
1,11/14/2011,11/14/11 10:20,95,"1321246225	9712160120	7930142000	1321246334	Abort call",1032012,RAJAVAD,1,11,14,11
1,11/14/2011,11/14/11 10:20,42,q1.wav,1032010,RAJAVAD,2,11,14,11
1,11/14/2011,11/14/11 10:20,101,"1321246217	9879431763	7930142000	1321246334	Prompt",1032008,RAJAVAD,1,11,14,11
1,11/14/2011,11/14/11 10:20,49,q1.wav,1032004,RAJAVAD,1,11,14,11
1,11/14/2011,11/14/11 10:20,78,"1321246215	9913993027	7930142000	1321246302	Prompt",1032006,RAJAVAD,2,11,14,11
1,11/14/2011,11/14/11 10:20,95,"1321246223	9979602873	7930142000	1321246344	Abort call",1032011,RAJAVAD,2,11,14,11
1,11/14/2011,11/14/11 10:25,1,welcome.wav,1032027,RAJAVAD,1,11,14,11
1,11/14/2011,11/14/11 10:25,95,"1321246519	9099703496	7930142000	1321246637	Abort call",1032029,RAJAVAD,1,11,14,11
1,11/14/2011,11/14/11 10:25,N/A,N/A,1032018,RAJAVAD,1,11,14,11
1,11/14/2011,11/14/11 10:25,N/A,N/A,1032018,RAJAVAD,1,11,14,11
1,11/14/2011,11/14/11 10:25,95,"1321246515	9712160340	7930142000	1321246636	Abort call",1032023,RAJAVAD,1,11,14,11
1,11/14/2011,11/14/11 10:25,91,"1321246513	9726226653	7930142000	1321246617	Prompt",1032021,RAJAVAD,1,11,14,11
1,11/14/2011,11/14/11 10:25,103,"1321246521	9726312272	7930142000	1321246636	Prompt",1032031,RAJAVAD,2,11,14,11
1,11/14/2011,11/14/11 10:25,4,welcome.wav,1032019,RAJAVAD,2,11,14,11
1,11/14/2011,11/14/11 10:25,2,welcome.wav,1032032,RAJAVAD,2,11,14,11
1,11/14/2011,11/14/11 10:25,75,"1321246507	9913445698	7930142000	1321246591	Prompt",1032013,RAJAVAD,1,11,14,11
1,11/14/2011,11/14/11 10:30,2,welcome.wav,1033006,SANGANI,1,11,14,11
1,11/14/2011,11/14/11 10:30,109,"1321246841	9725335189	7930142000	1321246959	Prompt",1033002,SANGANI,2,11,14,11
1,11/14/2011,11/14/11 10:30,160,"1321246839	9825454372	7930142000	1321247017	Abort call",1033001,SANGANI,1,11,14,11
1,11/14/2011,11/14/11 10:30,148,"1321246837	9909535598	7930142000	1321247000	Abort call",1032040,RAJAVAD,2,11,14,11
1,11/14/2011,11/14/11 10:30,107,"1321246845	9913424529	7930142000	1321246963	Prompt",1033004,SANGANI,2,11,14,11
1,11/14/2011,11/14/11 10:31,89,"1321246843	8980847022	7930142000	1321246949	Prompt",1033003,SANGANI,1,11,14,11
1,11/14/2011,11/14/11 10:31,76,"1321246851	9099303645	7930142000	1321246952	Prompt",1033009,SANGANI,2,11,14,11
1,11/14/2011,11/14/11 10:31,138,"1321246855	9726908860	7930142000	1321247029	Prompt",1033012,SANGANI,1,11,14,11
1,11/14/2011,11/14/11 10:31,151,"1321246849	9909547191	7930142000	1321247013	Prompt",1033007,SANGANI,1,11,14,11
